time_s,imu_acc_norm_mps2,imu_gyro_norm_rps,stationary_flag,zupt_update_count,update_applied,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps
104.099954277,9.82028130962,0.0172209900993,1,263,1,-0.179816539063,0.0959943467559,0.0308402215548,-0.0187950545774,-0.0533075540145,0.0314764328749
104.399954277,9.8203067671,0.0182910497238,1,264,1,-0.176804979762,0.0695665177101,0.0300847187244,0.0188285164283,-0.0709769040812,0.0243842537339
104.699954277,9.84059449424,0.0185421816408,1,265,1,-0.158550420622,0.04218984761,0.0266758734202,0.0629372698297,-0.0736375034507,0.0136672282289
104.899954277,9.84564116754,0.0153643255628,1,266,1,-0.139959585135,0.0248093238939,0.0225007018354,0.0858585681739,-0.0680632679776,0.00674563190573
105.499954277,9.78760695982,0.0104462912079,1,267,1,-0.0733201485964,-0.00752748352925,0.0113636087423,0.110948054147,-0.0269460256204,-0.000465972686393
106.999954277,9.69733726339,0.0243657033553,1,268,1,-0.0396113629438,0.0971779670799,0.00189057062258,-0.028455840704,0.102568569302,-0.0474511418914
107.399954277,9.66192786146,0.0284923235276,1,269,1,-0.0837933814037,0.144128975499,0.00386856118867,-0.0973743551575,0.0998609821163,-0.0289385528918
107.899954277,9.72131806907,0.0132923850381,1,270,1,-0.150154025865,0.190795544136,0.0181362206072,-0.114114082387,0.0632963765748,-0.00108747450114
108.599954277,9.82090245344,0.0190312243432,1,271,1,-0.227054761624,0.19554142942,0.0185233131387,-0.0781362273787,-0.0284852307222,0.00271660946467
109.799954277,9.87634927491,0.0299311710429,1,272,1,-0.123926622253,0.0223065123726,0.0248366221492,0.152071067951,-0.157491053465,0.065156924805
110.099954277,9.8673375335,0.00771767452022,1,273,1,-0.0738778530098,-0.0258671840188,0.0213800986096,0.159379411245,-0.131166646016,0.0402899853922
110.199954277,9.83801428135,0.0132051126462,1,274,1,-0.0596148128254,-0.038412979557,0.015596656063,0.150364965665,-0.115345155072,0.0231523910863
110.499954277,9.85770003601,0.0213351236228,1,275,1,-0.0213626249762,-0.0619580506613,0.00798107248946,0.120532201448,-0.0591025440479,0.00346080419716
110.599954277,9.82940104991,0.018953891421,1,276,1,-0.00842576886842,-0.0671754624503,0.0050175117855,0.114513572726,-0.0434759919028,-0.00103091588753
110.699954277,9.7886298837,0.0192305096136,1,277,1,0.0017130661129,-0.0699916347275,0.00296967820194,0.102605852195,-0.0272612936114,-0.00497750825137
111.099954277,9.70346845205,0.0127891555624,1,278,1,0.0215732667179,-0.051186512241,0.00487148289921,0.0365651311939,0.0631044742853,-0.000317472245634
111.299954277,9.67819456304,0.0321276749859,1,279,1,0.0153830037025,-0.0274143158745,0.00619793784046,-0.00794014065142,0.100985416181,-0.00697770513116
111.599954277,9.65731587968,0.0145043097044,1,280,1,-0.00734744881895,0.0165152162208,0.00424967664281,-0.0672192719956,0.141954810645,-0.0306600151567
111.799954277,9.59642381307,0.0302912941288,1,281,1,-0.0327402304022,0.0529306576907,0.000512631511931,-0.100564002475,0.161976443311,-0.0489072056635
111.899954277,9.6217475024,0.0366750937286,1,282,1,-0.0477479748328,0.0721295774021,-0.000917230021871,-0.112949198792,0.166083912208,-0.0549967086241
112.099954277,9.61667042172,0.0342791846461,1,283,1,-0.0775295315251,0.113150218769,9.43083462831e-05,-0.131466420484,0.179898332683,-0.0497124501611
112.199954277,9.62092121369,0.0376671275783,1,284,1,-0.0942425799864,0.132370863298,0.00295050050211,-0.136469787947,0.173258311238,-0.0442047004648
113.599954277,9.82102973216,0.0135508302329,1,285,1,-0.0763404704275,0.514102487814,0.334373791879,-0.0419607791181,0.234545851132,0.318218041394
113.699954277,9.89116904112,0.0224011718443,1,286,1,-0.196778366173,0.360726919685,0.188112078653,-0.360453594991,-0.260960978797,0.0703175333592
113.899954277,9.89546739674,0.0104791459576,1,287,1,-0.254059236654,0.233072698333,0.0980433485889,-0.26535190069,-0.469184763984,-0.146858338207
114.099954277,9.91048686998,0.0331407981195,1,288,1,-0.24257115368,0.155190177195,0.0359654095599,-0.0799593539673,-0.432772997365,-0.206131493443
114.199954277,9.9403848014,0.0242860556699,1,289,1,-0.217953952398,0.127866875792,0.0206268185047,0.0169427195742,-0.386601131966,-0.180495712842
114.299954277,9.92551635936,0.031957980224,1,290,1,-0.194960684172,0.104687533274,0.0111353893961,0.0819715135023,-0.338474460994,-0.143910809128
114.399954277,9.95068339362,0.0187766477306,1,291,1,-0.170241478331,0.0864156492062,0.00927248482834,0.13187076738,-0.287971282897,-0.0961688736462
114.599954277,9.95167322615,0.0244297462124,1,292,1,-0.126647921914,0.047582154901,0.00626331692241,0.17619260533,-0.22786448006,-0.0313442509925
114.899954277,9.92254503643,0.0206109800834,1,293,1,-0.0706304111863,-0.00378018654737,0.00264574971161,0.1771501708,-0.165216752822,0.0141820507889
115.299954277,9.84785636573,0.01225,1,294,1,-0.0121587384768,-0.0656255705317,-0.00119757094062,0.135492593478,-0.11620525278,0.0295398418476
115.499954277,9.8555618815,0.0254263642702,1,295,1,0.0137004448186,-0.0848350934851,0.0049579680468,0.116931154759,-0.0782988199633,0.0428766532468
116.299954277,9.66340649047,0.0256734298449,1,296,1,0.0125457306384,-0.0295060414026,0.0232392702236,-0.0300224795609,0.137783655709,0.00242549091422
116.399954277,9.63243608855,0.0234360832905,1,297,1,-0.00401666983029,-0.0131789426666,0.0152921760734,-0.0612958103257,0.148872890197,-0.0229923006609
116.599954277,9.61846401459,0.0410434221283,1,298,1,-0.0386772742827,0.0193387554178,0.00622344648688,-0.125640449913,0.165195958101,-0.0546383798622
116.799954277,9.59619325566,0.0427448827347,1,299,1,-0.0764881990538,0.0648040693231,0.00278408685585,-0.15540918755,0.200588745381,-0.0640859627031
116.899954277,9.59610077063,0.0230013586555,1,300,1,-0.0954748501171,0.0852969103303,0.00339662454862,-0.157991192594,0.199208954713,-0.0646548194279
117.199954277,9.59575557213,0.0394564633489,0,300,0,-0.151939627354,0.151680103407,0.00714867297316,-0.169437509126,0.207137197804,-0.0521963347482
117.499954277,9.63087742628,0.0230515726145,0,300,0,-0.203337039583,0.218570368075,0.0199827430558,-0.149588925086,0.19888765886,-0.0300979921098
117.799954277,9.71711248263,0.018207141456,1,301,1,-0.245837667317,0.270017587575,0.0268134255346,-0.113481942507,0.151059623226,-0.0208451606745
117.899954277,9.67206803119,0.0234174080547,1,302,1,-0.251494529729,0.280956040006,0.0331191326231,-0.0814356607122,0.123973150116,-0.0088403027211
118.399954277,9.82270456646,0.0180935071227,1,303,1,-0.281181700632,0.318391408151,0.0452967283562,-0.0233060971228,0.0453272060258,0.0291402657627
118.499954277,9.8062250637,0.0274020984598,1,304,1,-0.275656535974,0.303725755143,0.0610016630856,-0.00209095038579,-0.0155544543541,0.0706523599529
118.799954277,9.91149585078,0.00908639092269,1,305,1,-0.231731004148,0.269413399414,0.0550603792514,0.129192327847,-0.102873801378,0.0318271925161
118.899954277,9.89638570388,0.0285744641245,1,306,1,-0.208060654058,0.245454612984,0.0479519679527,0.170007282551,-0.138204609618,0.0185865939808
120.299954277,9.85909985749,0.008234834546,1,307,1,0.0497092630567,-0.0476333216546,0.002192703096,0.139803202479,-0.214463165354,0.045813066467
