t,pose_x,pose_y,pose_yaw,goal_x,goal_y,goal_active,des_vx,des_wz,act_vx,act_wz,crosstrack_err,along_err,heading_err,mode,obstacle_pts
39.400,-0.287,0.382,-0.0006,0.000,0.000,0,0.000,0.000,0.192,0.074,0.000,0.000,0.0000,PLAN,255
39.600,-0.299,0.385,0.0003,0.000,0.000,0,0.000,0.000,0.049,0.094,0.000,0.000,0.0000,PLAN,256
39.800,-0.345,0.426,-0.0019,0.000,0.000,0,0.000,0.000,-0.226,0.035,0.000,0.000,0.0000,PLAN,256
40.000,-0.314,0.429,-0.0021,0.000,0.000,0,0.000,0.000,0.276,0.057,0.000,0.000,0.0000,PLAN,218
40.200,-0.389,0.443,0.0015,0.000,0.000,0,0.000,0.000,-0.301,-0.104,0.000,0.000,0.0000,PLAN,211
40.400,-0.373,0.450,0.0010,0.000,0.000,0,0.000,0.000,-0.160,-0.049,0.000,0.000,0.0000,PLAN,202
40.600,-0.410,0.512,-0.0051,0.000,0.000,0,0.000,0.000,-0.037,-0.275,0.000,0.000,0.0000,PLAN,198
40.800,-0.407,0.529,0.0003,0.000,0.000,0,0.000,0.000,0.060,-0.028,0.000,0.000,0.0000,PLAN,193
41.000,-0.407,0.542,0.0025,0.000,0.000,0,0.000,0.000,0.013,0.007,0.000,0.000,0.0000,PLAN,193
41.200,-0.407,0.542,0.0025,0.000,0.000,0,0.000,0.000,0.013,0.007,0.000,0.000,0.0000,PLAN,193
41.400,-0.407,0.542,0.0025,0.000,0.000,0,0.000,0.000,0.013,0.007,0.000,0.000,0.0000,PLAN,193
